order_id;customer_id;orderdate;employee_id;deliverydate
210;2;2020-12-22;9;2020-12-25
211;78;2022-07-29;6;2022-08-01
212;141;2022-08-17;2;2022-08-20
213;186;2021-06-08;6;2021-06-11
214;24;2021-06-15;5;2021-06-18
215;158;2022-07-09;1;2022-07-12
216;50;2020-07-04;6;2020-07-07
217;164;2020-07-22;10;2020-07-25
218;135;2020-05-17;8;2020-05-20
219;9;2022-03-28;1;2022-03-31
220;85;2021-03-02;7;2021-03-05
221;15;2021-02-14;8;2021-02-17
222;150;2022-08-03;9;2022-08-06
223;114;2021-04-17;2;2021-04-20
224;7;2022-02-22;8;2022-02-25
225;56;2020-04-18;7;2020-04-21
226;133;2020-05-21;4;2020-05-24
227;154;2021-04-01;6;2021-04-04
228;63;2019-11-23;2;2019-11-26
229;97;2021-06-23;4;2021-06-26
230;172;2021-03-15;4;2021-03-18
231;29;2021-07-22;10;2021-07-25
232;6;2022-06-26;10;2022-06-29
233;76;2020-06-22;6;2020-06-25
234;133;2020-06-25;5;2020-06-28
235;165;2021-01-28;5;2021-01-31
236;13;2021-10-24;4;2021-10-27
237;51;2022-02-08;6;2022-02-11
238;41;2020-06-23;8;2020-06-26
239;66;2020-10-04;8;2020-10-07
240;188;2020-03-12;3;2020-03-15
241;15;2021-11-30;8;2021-12-03
242;55;2022-04-25;10;2022-04-28
243;100;2022-01-11;2;2022-01-14
244;114;2019-10-01;7;2019-10-04
245;196;2019-09-15;1;2019-09-18
246;9;2020-10-31;10;2020-11-03
247;142;2020-05-26;7;2020-05-29
248;64;2021-04-04;2;2021-04-07
249;96;2021-06-08;7;2021-06-11
250;168;2022-02-03;7;2022-02-06
251;180;2019-12-02;9;2019-12-05
252;194;2021-08-25;1;2021-08-28
253;62;2021-05-12;10;2021-05-15
254;85;2022-01-29;10;2022-02-01
255;186;2021-05-13;4;2021-05-16
256;87;2020-09-02;2;2020-09-05
257;133;2019-12-25;10;2019-12-28
258;43;2020-04-06;6;2020-04-09
259;156;2021-06-19;6;2021-06-22
260;28;2021-10-30;8;2021-11-02
261;180;2021-01-26;10;2021-01-29
262;69;2022-05-17;4;2022-05-20
263;181;2020-05-01;10;2020-05-04
264;3;2022-04-20;3;2022-04-23
265;146;2021-03-12;6;2021-03-15
266;127;2022-08-03;1;2022-08-06
267;38;2020-12-22;8;2020-12-25
268;153;2020-08-28;2;2020-08-31
269;124;2021-10-12;9;2021-10-15
270;30;2021-09-14;3;2021-09-17
271;83;2021-12-22;7;2021-12-25
272;110;2022-05-05;9;2022-05-08
273;84;2021-04-17;7;2021-04-20
274;135;2022-06-17;4;2022-06-20
275;76;2020-07-09;1;2020-07-12
276;189;2020-01-02;9;2020-01-05
277;68;2019-12-01;9;2019-12-04
278;108;2020-01-09;10;2020-01-12
279;191;2021-12-01;4;2021-12-04
280;139;2022-01-15;5;2022-01-18
281;124;2021-12-02;6;2021-12-05
282;82;2022-04-20;9;2022-04-23
283;124;2021-01-07;8;2021-01-10
284;103;2020-07-03;1;2020-07-06
285;66;2022-04-04;5;2022-04-07
286;96;2020-03-13;3;2020-03-16
287;23;2021-07-16;2;2021-07-19
288;183;2020-04-19;9;2020-04-22
289;79;2020-07-08;8;2020-07-11
290;115;2022-04-08;2;2022-04-11
291;80;2019-09-09;3;2019-09-12
292;6;2022-07-19;7;2022-07-22
293;67;2019-12-27;5;2019-12-30
294;104;2021-02-25;7;2021-02-28
295;154;2020-07-03;3;2020-07-06
296;33;2021-04-24;8;2021-04-27
297;95;2020-04-01;10;2020-04-04
298;6;2021-09-10;2;2021-09-13
299;118;2021-08-16;2;2021-08-19
300;76;2020-04-09;8;2020-04-12
301;48;2020-02-20;9;2020-02-23
302;134;2022-01-31;7;2022-02-03
303;179;2020-12-14;2;2020-12-17
304;193;2020-09-30;2;2020-10-03
305;91;2019-11-09;5;2019-11-12
306;34;2021-02-23;4;2021-02-26
307;77;2022-07-07;5;2022-07-10
308;197;2022-08-13;3;2022-08-16
309;139;2021-04-17;5;2021-04-20
310;4;2022-07-29;8;2022-08-01
311;86;2021-02-07;2;2021-02-10
312;134;2022-08-29;7;2022-09-01
313;141;2022-09-01;1;2022-09-04
314;76;2019-09-26;2;2019-09-29
315;100;2020-08-07;10;2020-08-10
316;52;2021-05-03;2;2021-05-06
317;0;2020-06-09;6;2020-06-12
318;166;2020-05-06;2;2020-05-09
319;124;2021-01-05;8;2021-01-08
320;147;2021-06-11;7;2021-06-14
321;48;2020-12-12;4;2020-12-15
322;130;2020-04-23;7;2020-04-26
323;81;2021-05-01;8;2021-05-04
324;34;2019-10-01;3;2019-10-04
325;179;2021-03-10;9;2021-03-13
326;143;2022-03-29;10;2022-04-01
327;14;2020-10-13;10;2020-10-16
328;44;2021-03-08;2;2021-03-11
329;94;2020-12-15;10;2020-12-18
330;149;2022-07-27;6;2022-07-30
331;197;2019-10-26;10;2019-10-29
332;189;2020-10-07;2;2020-10-10
333;157;2020-03-01;9;2020-03-04
334;11;2021-03-16;10;2021-03-19
335;70;2019-12-12;6;2019-12-15
336;66;2021-01-02;9;2021-01-05
337;35;2020-08-16;4;2020-08-19
338;2;2021-08-30;9;2021-09-02
339;49;2021-02-17;5;2021-02-20
340;144;2021-11-04;6;2021-11-07
341;48;2021-08-25;6;2021-08-28
342;126;2021-03-08;1;2021-03-11
343;127;2020-11-23;1;2020-11-26
344;50;2022-09-04;8;2022-09-07
345;128;2021-03-31;10;2021-04-03
346;96;2021-08-05;2;2021-08-08
347;126;2021-03-03;1;2021-03-06
348;153;2021-03-01;3;2021-03-04
349;142;2021-05-01;2;2021-05-04
350;127;2020-06-03;5;2020-06-06
351;109;2021-04-03;7;2021-04-06
352;81;2021-01-06;9;2021-01-09
353;188;2020-08-15;9;2020-08-18
354;87;2021-06-25;2;2021-06-28
355;43;2022-04-15;5;2022-04-18
356;195;2021-07-27;7;2021-07-30
357;1;2020-08-09;5;2020-08-12
358;26;2020-07-22;10;2020-07-25
359;26;2020-11-13;3;2020-11-16
360;33;2020-10-29;6;2020-11-01
361;80;2021-01-24;4;2021-01-27
362;71;2022-01-14;8;2022-01-17
363;56;2021-01-04;2;2021-01-07
364;36;2021-08-24;6;2021-08-27
365;121;2022-04-17;4;2022-04-20
366;9;2019-12-15;1;2019-12-18
367;71;2021-03-15;2;2021-03-18
368;117;2020-02-20;7;2020-02-23
369;137;2021-11-27;1;2021-11-30
370;36;2022-04-03;5;2022-04-06
371;73;2020-05-23;4;2020-05-26
372;116;2020-07-29;4;2020-08-01
373;7;2022-03-17;3;2022-03-20
374;174;2021-08-15;10;2021-08-18
375;176;2022-07-11;5;2022-07-14
376;12;2020-06-10;3;2020-06-13
377;66;2021-06-10;4;2021-06-13
378;22;2021-05-07;10;2021-05-10
379;135;2020-09-28;4;2020-10-01
380;161;2020-06-19;10;2020-06-22
381;107;2022-05-17;6;2022-05-20
382;86;2022-05-23;6;2022-05-26
383;182;2020-12-22;10;2020-12-25
384;136;2021-02-26;6;2021-03-01
385;194;2020-06-11;10;2020-06-14
386;96;2021-12-31;9;2022-01-03
387;38;2021-07-14;2;2021-07-17
388;64;2021-12-23;5;2021-12-26
389;51;2020-05-23;10;2020-05-26
390;46;2021-04-26;8;2021-04-29
391;14;2022-02-05;4;2022-02-08
392;20;2021-12-10;7;2021-12-13
393;167;2020-09-11;10;2020-09-14
394;52;2019-10-28;7;2019-10-31
395;2;2020-05-19;7;2020-05-22
396;81;2021-06-04;8;2021-06-07
397;71;2022-07-18;6;2022-07-21
398;28;2021-02-13;5;2021-02-16
399;131;2020-04-16;8;2020-04-19
400;171;2020-03-24;10;2020-03-27
401;47;2022-05-24;7;2022-05-27
402;103;2019-11-04;7;2019-11-07
403;98;2021-05-20;6;2021-05-23
404;190;2022-06-06;2;2022-06-09
405;48;2021-06-30;3;2021-07-03
406;195;2022-05-01;6;2022-05-04
407;87;2020-04-28;2;2020-05-01
408;112;2020-04-18;5;2020-04-21
409;120;2020-05-18;6;2020-05-21
410;111;2020-05-24;8;2020-05-27
411;158;2019-12-25;3;2019-12-28
412;32;2020-08-07;3;2020-08-10
413;71;2021-07-22;3;2021-07-25
414;32;2022-08-22;9;2022-08-25
415;98;2022-06-13;3;2022-06-16
416;97;2020-10-17;5;2020-10-20
417;53;2021-03-06;4;2021-03-09
418;120;2021-01-01;2;2021-01-04
419;122;2022-05-19;6;2022-05-22
420;11;2022-03-17;1;2022-03-20
421;5;2020-10-18;8;2020-10-21
422;158;2021-04-01;6;2021-04-04
423;45;2020-09-28;1;2020-10-01
424;49;2020-01-05;1;2020-01-08
425;104;2020-01-10;2;2020-01-13
426;39;2020-12-15;7;2020-12-18
427;176;2021-08-23;2;2021-08-26
428;62;2021-04-06;6;2021-04-09
429;94;2021-01-24;2;2021-01-27
430;103;2021-06-14;9;2021-06-17
431;198;2020-07-19;6;2020-07-22
432;196;2020-07-20;6;2020-07-23
433;183;2020-03-27;4;2020-03-30
434;186;2019-11-19;7;2019-11-22
435;88;2022-03-30;9;2022-04-02
436;28;2020-01-15;2;2020-01-18
437;118;2022-01-01;8;2022-01-04
438;150;2022-06-13;2;2022-06-16
439;158;2021-08-03;10;2021-08-06
440;4;2020-04-28;9;2020-05-01
441;185;2020-11-20;5;2020-11-23
442;138;2020-12-29;1;2021-01-01
443;128;2021-04-24;1;2021-04-27
444;74;2019-12-30;9;2020-01-02
445;190;2019-10-11;2;2019-10-14
446;166;2020-03-01;5;2020-03-04
447;175;2022-01-25;5;2022-01-28
448;125;2020-10-14;5;2020-10-17
449;120;2022-06-30;4;2022-07-03
450;88;2022-09-05;4;2022-09-08
451;194;2021-04-06;10;2021-04-09
452;152;2020-09-18;9;2020-09-21
453;60;2020-09-09;3;2020-09-12
454;33;2021-02-09;2;2021-02-12
455;104;2021-02-09;8;2021-02-12
456;65;2022-06-17;4;2022-06-20
457;37;2020-05-12;9;2020-05-15
458;187;2022-07-19;4;2022-07-22
459;110;2022-07-13;3;2022-07-16
460;170;2022-07-03;1;2022-07-06
461;116;2019-12-11;1;2019-12-14
462;73;2021-04-07;10;2021-04-10
463;98;2020-07-02;3;2020-07-05
464;136;2020-10-20;1;2020-10-23
465;50;2019-09-21;8;2019-09-24
466;102;2022-05-15;9;2022-05-18
467;150;2022-04-03;6;2022-04-06
468;49;2021-09-13;3;2021-09-16
469;90;2020-12-22;8;2020-12-25
470;3;2020-05-31;8;2020-06-03
471;138;2021-06-15;9;2021-06-18
472;171;2021-08-16;6;2021-08-19
473;120;2021-09-18;1;2021-09-21
474;157;2019-11-10;7;2019-11-13
475;43;2020-08-06;5;2020-08-09
476;129;2020-01-09;9;2020-01-12
477;81;2019-10-04;5;2019-10-07
478;25;2019-12-20;7;2019-12-23
479;162;2020-07-15;6;2020-07-18
480;198;2021-05-04;9;2021-05-07
481;128;2021-02-11;7;2021-02-14
482;81;2020-08-29;3;2020-09-01
483;118;2021-07-28;10;2021-07-31
484;184;2019-11-20;4;2019-11-23
485;65;2020-05-12;6;2020-05-15
486;19;2021-04-11;5;2021-04-14
487;162;2022-05-11;6;2022-05-14
488;41;2020-04-11;2;2020-04-14
489;50;2022-04-09;2;2022-04-12
490;61;2022-05-07;2;2022-05-10
491;59;2020-04-24;3;2020-04-27
492;164;2022-04-25;3;2022-04-28
493;155;2022-06-11;7;2022-06-14
494;193;2021-01-20;3;2021-01-23
495;71;2020-09-13;7;2020-09-16
496;95;2020-05-30;6;2020-06-02
497;162;2019-09-13;2;2019-09-16
498;110;2022-07-20;1;2022-07-23
499;61;2021-02-14;8;2021-02-17
500;113;2022-05-22;8;2022-05-25
501;135;2021-07-06;5;2021-07-09
502;64;2021-08-16;7;2021-08-19
503;139;2020-08-30;10;2020-09-02
504;161;2021-01-22;5;2021-01-25
505;183;2021-02-19;3;2021-02-22
506;105;2021-10-05;5;2021-10-08
507;135;2022-03-14;8;2022-03-17
508;163;2022-05-31;4;2022-06-03
509;177;2020-09-03;10;2020-09-06
510;154;2022-05-04;5;2022-05-07
511;30;2021-08-19;5;2021-08-22
512;67;2021-04-10;6;2021-04-13
513;42;2020-03-14;7;2020-03-17
514;91;2022-03-23;2;2022-03-26
515;115;2020-01-25;1;2020-01-28
516;197;2022-08-07;1;2022-08-10
517;184;2022-08-28;3;2022-08-31
518;169;2019-09-21;1;2019-09-24
519;152;2021-10-12;7;2021-10-15
520;103;2021-09-22;8;2021-09-25
521;50;2021-04-05;7;2021-04-08
522;15;2020-03-26;2;2020-03-29
523;41;2021-07-07;7;2021-07-10
524;11;2020-07-07;2;2020-07-10
525;106;2022-08-27;1;2022-08-30
526;31;2022-08-06;10;2022-08-09
527;17;2020-12-02;7;2020-12-05
528;127;2021-06-26;2;2021-06-29
529;145;2022-04-14;9;2022-04-17
530;187;2020-06-02;4;2020-06-05
531;191;2020-09-16;6;2020-09-19
532;76;2020-04-30;3;2020-05-03
533;31;2021-12-19;7;2021-12-22
534;93;2020-05-13;1;2020-05-16
535;42;2020-09-21;9;2020-09-24
536;5;2021-08-24;3;2021-08-27
537;24;2022-07-01;3;2022-07-04
538;86;2021-07-10;7;2021-07-13
539;113;2021-05-06;3;2021-05-09
540;50;2020-05-22;7;2020-05-25
541;19;2019-09-15;9;2019-09-18
542;124;2020-11-16;6;2020-11-19
543;110;2021-10-24;5;2021-10-27
544;187;2021-11-03;8;2021-11-06
545;170;2021-05-21;7;2021-05-24
546;168;2021-11-15;4;2021-11-18
547;109;2021-01-27;10;2021-01-30
548;110;2020-09-02;6;2020-09-05
549;112;2021-10-10;9;2021-10-13
550;65;2022-02-23;9;2022-02-26
551;112;2020-01-16;2;2020-01-19
552;37;2020-11-05;2;2020-11-08
553;156;2022-02-18;5;2022-02-21
554;55;2020-03-18;10;2020-03-21
555;193;2019-12-23;6;2019-12-26
556;12;2020-07-09;3;2020-07-12
557;27;2019-10-25;1;2019-10-28
558;112;2021-05-06;1;2021-05-09
559;139;2019-10-03;7;2019-10-06
560;33;2022-01-17;2;2022-01-20
561;69;2021-11-25;7;2021-11-28
562;6;2021-07-20;9;2021-07-23
563;128;2020-11-28;1;2020-12-01
564;177;2020-11-08;3;2020-11-11
565;105;2019-12-24;1;2019-12-27
566;127;2020-11-04;10;2020-11-07
567;42;2022-07-13;10;2022-07-16
568;137;2022-07-19;10;2022-07-22
569;195;2020-12-30;8;2021-01-02
570;7;2022-01-25;5;2022-01-28
571;140;2020-03-18;10;2020-03-21
572;148;2020-07-01;7;2020-07-04
573;90;2019-10-03;2;2019-10-06
574;93;2022-02-15;6;2022-02-18
575;64;2020-07-27;8;2020-07-30
576;8;2019-09-26;2;2019-09-29
577;33;2021-09-04;7;2021-09-07
578;109;2020-10-13;9;2020-10-16
579;104;2022-07-12;7;2022-07-15
580;128;2022-05-10;2;2022-05-13
581;139;2019-10-03;1;2019-10-06
582;0;2021-10-30;10;2021-11-02
583;121;2021-07-20;7;2021-07-23
584;130;2019-11-26;7;2019-11-29
585;86;2021-12-15;8;2021-12-18
586;6;2021-11-16;9;2021-11-19
587;71;2019-12-12;7;2019-12-15
588;33;2021-08-22;10;2021-08-25
589;95;2022-01-12;10;2022-01-15
590;92;2022-06-28;8;2022-07-01
591;149;2020-08-29;10;2020-09-01
592;126;2020-06-11;3;2020-06-14
593;154;2021-10-10;3;2021-10-13
594;156;2019-11-16;9;2019-11-19
595;131;2019-10-09;2;2019-10-12
596;110;2020-04-12;7;2020-04-15
597;134;2022-07-14;2;2022-07-17
598;98;2020-09-02;7;2020-09-05
599;59;2021-01-16;9;2021-01-19
600;78;2021-06-30;9;2021-07-03
601;40;2021-11-23;6;2021-11-26
602;156;2022-03-21;1;2022-03-24
603;169;2022-07-28;1;2022-07-31
604;3;2020-11-23;5;2020-11-26
605;164;2020-10-02;4;2020-10-05
606;73;2022-07-20;8;2022-07-23
607;105;2021-09-27;6;2021-09-30
608;89;2022-04-27;8;2022-04-30
609;19;2020-06-02;2;2020-06-05
610;164;2020-07-06;2;2020-07-09
611;188;2022-03-14;5;2022-03-17
612;159;2019-09-20;7;2019-09-23
613;195;2019-10-22;3;2019-10-25
614;46;2019-11-19;8;2019-11-22
615;6;2020-09-20;8;2020-09-23
616;0;2020-02-28;9;2020-03-02
617;119;2020-07-21;1;2020-07-24
618;148;2021-01-14;8;2021-01-17
619;84;2020-11-23;10;2020-11-26
620;40;2022-01-10;8;2022-01-13
621;18;2021-05-03;3;2021-05-06
622;2;2021-08-03;6;2021-08-06
623;26;2019-12-12;9;2019-12-15
624;182;2020-10-07;10;2020-10-10
625;69;2020-07-23;3;2020-07-26
626;98;2020-03-08;4;2020-03-11
627;53;2021-01-03;8;2021-01-06
628;145;2022-08-25;2;2022-08-28
629;5;2019-10-11;6;2019-10-14
630;146;2022-01-02;10;2022-01-05
631;34;2021-08-04;10;2021-08-07
632;124;2020-02-10;5;2020-02-13
633;26;2022-04-29;1;2022-05-02
634;109;2020-01-06;2;2020-01-09
635;153;2022-03-19;2;2022-03-22
636;151;2020-06-01;8;2020-06-04
637;94;2019-12-12;5;2019-12-15
638;35;2021-07-16;6;2021-07-19
639;134;2019-12-29;9;2020-01-01
640;6;2021-07-30;7;2021-08-02
641;123;2020-09-26;3;2020-09-29
642;70;2021-12-03;5;2021-12-06
643;43;2019-12-17;1;2019-12-20
644;122;2021-06-19;10;2021-06-22
645;168;2019-11-12;9;2019-11-15
646;39;2021-06-19;3;2021-06-22
647;89;2021-09-20;1;2021-09-23
648;197;2019-10-06;9;2019-10-09
649;167;2021-09-24;10;2021-09-27
650;147;2020-07-05;1;2020-07-08
651;89;2021-02-18;3;2021-02-21
652;121;2020-10-16;1;2020-10-19
653;99;2021-09-30;9;2021-10-03
654;161;2021-05-29;8;2021-06-01
655;166;2019-09-20;1;2019-09-23
656;181;2020-11-03;10;2020-11-06
657;94;2019-11-27;2;2019-11-30
658;135;2021-07-01;2;2021-07-04
659;32;2022-06-06;3;2022-06-09
660;158;2020-05-03;1;2020-05-06
661;45;2020-11-29;10;2020-12-02
662;146;2022-06-02;2;2022-06-05
663;183;2019-12-01;3;2019-12-04
664;181;2020-08-25;9;2020-08-28
665;46;2021-10-26;1;2021-10-29
666;116;2022-02-18;10;2022-02-21
667;81;2022-08-21;9;2022-08-24
668;144;2022-03-10;4;2022-03-13
669;56;2022-04-03;7;2022-04-06
670;185;2020-11-05;10;2020-11-08
671;44;2020-09-18;10;2020-09-21
672;184;2021-11-27;2;2021-11-30
673;184;2021-12-17;6;2021-12-20
674;68;2022-08-02;1;2022-08-05
675;169;2020-07-09;8;2020-07-12
676;75;2019-10-27;7;2019-10-30
677;167;2021-02-08;5;2021-02-11
678;173;2019-09-17;9;2019-09-20
679;23;2020-11-06;2;2020-11-09
680;22;2022-08-23;6;2022-08-26
681;49;2021-10-17;7;2021-10-20
682;58;2022-08-07;4;2022-08-10
683;37;2021-11-19;2;2021-11-22
684;28;2022-06-10;3;2022-06-13
685;88;2019-10-02;2;2019-10-05
686;115;2022-04-18;4;2022-04-21
687;13;2020-04-15;10;2020-04-18
688;112;2021-11-03;9;2021-11-06
689;172;2021-11-05;3;2021-11-08
690;75;2021-01-08;5;2021-01-11
691;61;2021-09-08;1;2021-09-11
692;61;2021-07-13;7;2021-07-16
693;72;2022-03-05;9;2022-03-08
694;191;2020-07-30;8;2020-08-02
695;162;2021-10-15;10;2021-10-18
696;197;2019-11-11;6;2019-11-14
697;47;2020-08-19;8;2020-08-22
