order_id;product_id;quantity
12575;16;6
11226;1;27
11379;13;93
10027;16;7
11193;3;5
12647;13;56
10761;5;87
10023;10;36
11505;10;14
12882;11;81
11795;8;98
10215;2;64
10657;1;40
11930;17;60
11162;3;72
12641;5;94
13025;5;100
12108;5;29
11245;2;2
14581;13;5
13529;15;70
12410;5;10
13185;8;19
10230;3;31
11298;3;24
11612;14;68
14809;17;100
12181;12;81
11264;11;24
11969;10;42
10561;14;39
14371;9;72
12321;14;89
12144;3;65
12267;20;49
12191;8;79
10337;3;15
10065;5;58
14979;20;28
10174;20;29
14981;5;13
13196;9;35
14489;7;15
10678;13;82
10908;4;95
14836;8;37
13411;10;30
11326;15;33
11481;16;41
12553;3;64
13748;14;41
11143;16;65
14392;5;83
10682;7;72
12506;14;40
12866;14;5
12001;12;35
12091;15;15
11391;6;83
14070;5;91
14044;19;15
12379;18;68
13527;4;74
10589;14;78
12372;3;25
12165;1;68
10417;3;75
10320;13;81
11223;9;25
14140;11;75
10928;15;7
12199;16;93
14458;14;24
11046;16;91
10975;16;64
11702;17;11
11381;3;58
10028;3;51
11334;8;19
10792;1;81
14349;6;33
10076;12;1
13832;17;46
14283;11;61
10529;5;57
10206;20;7
13223;3;12
10409;20;23
12625;18;12
12353;18;48
12036;10;2
12520;8;56
10550;16;10
12902;9;82
14954;4;51
12910;10;100
12131;3;68
12117;17;82
10942;12;22
13434;16;36
12864;18;33
12940;18;61
11850;13;62
11457;10;57
10533;12;73
13927;20;2
12354;7;80
11212;4;36
11509;13;61
10361;15;88
11891;7;55
12205;9;32
14957;7;57
11828;2;42
10237;11;44
14863;6;4
13318;14;27
11332;20;53
13843;13;41
12161;15;99
12764;15;9
11893;11;36
11483;17;73
11953;19;49
13536;7;60
14107;14;7
10800;13;18
11954;9;44
14300;20;2
12802;6;72
10165;15;52
13864;6;23
13175;13;29
11869;1;37
14911;3;84
13437;3;84
12849;5;99
10688;1;77
14577;8;45
13914;10;89
12326;19;45
10073;9;70
14350;6;3
10075;3;7
13596;8;76
14260;5;50
12740;1;95
14874;10;20
12053;11;40
14007;14;95
11482;2;58
12844;10;21
10679;7;70
14224;5;65
14223;5;81
14166;1;10
11142;17;61
14339;8;9
12347;14;37
12985;3;91
13761;7;71
11696;20;82
11001;14;14
10148;20;83
11615;14;14
11908;12;37
10671;6;38
11992;1;82
10281;10;98
11953;5;23
14854;10;8
11480;5;73
11918;17;100
14889;4;10
14992;17;20
14751;8;75
12164;4;50
12257;13;61
13904;17;84
11147;7;23
10275;8;72
14331;13;22
14467;11;18
14680;3;76
11330;3;30
10224;12;85
10668;16;18
12066;20;36
11222;12;22
11239;17;2
12356;7;16
12487;12;12
10340;8;67
13533;7;13
10998;16;62
10943;6;74
10231;5;22
13222;13;97
10957;1;86
14332;10;40
13122;9;20
13882;17;44
12963;12;85
11271;4;74
11222;4;55
14992;19;7
11743;18;57
11863;10;60
12292;6;56
10707;17;11
13256;7;25
12901;19;96
12949;3;82
13130;14;48
10176;4;67
14544;15;2
13878;11;2
12508;1;36
13109;9;16
10851;14;77
10098;12;84
14564;14;22
11362;18;79
12548;12;25
12279;11;80
10362;2;91
11952;1;60
14117;17;49
11620;3;47
14868;16;1
12075;11;36
10404;16;84
10621;17;34
13637;8;87
13868;5;57
10740;3;37
11753;8;23
11933;7;88
13113;4;38
12391;6;51
13130;9;8
12306;9;84
14226;6;9
11398;6;50
14347;4;48
10089;9;16
11600;20;37
13241;15;25
14481;4;88
12396;1;99
14692;1;69
11100;19;42
10811;15;14
11083;5;81
13265;9;31
14110;3;39
13385;13;94
12299;5;59
14063;14;94
13573;1;88
13182;13;74
14744;5;100
14796;19;73
11321;16;71
14419;6;17
12512;3;81
11292;17;27
14171;12;26
14925;16;12
13754;20;31
10508;8;93
12800;20;44
11066;14;70
11842;15;22
13227;20;42
12700;3;77
14014;9;5
12389;10;81
10938;10;54
14877;3;4
11410;13;57
12005;15;86
13288;14;41
10482;7;61
13620;20;5
12333;17;32
13952;20;26
12015;17;5
13164;4;85
14494;3;59
14646;18;2
14645;3;53
12397;18;62
11092;4;85
14775;3;52
12603;6;15
13535;3;84
13312;17;89
10128;20;80
11963;6;91
14896;15;69
10694;20;29
12458;12;65
11575;11;100
13031;19;17
14934;11;21
12394;6;55
12956;5;8
13396;10;2
12486;8;15
12790;12;14
12561;12;5
13643;14;75
13800;9;51
13792;20;91
13929;10;44
13924;15;39
10747;6;48
10600;5;46
14552;6;77
14992;14;92
14821;20;96
10384;20;52
14974;3;57
13983;18;82
11480;5;44
10079;1;35
10179;7;57
13238;2;85
14269;13;31
13811;10;11
14725;7;36
13927;5;86
11766;14;41
11087;7;48
12503;5;65
13847;18;71
14993;16;32
14521;9;80
14878;14;4
10017;5;79
12892;1;7
11543;17;28
10690;20;52
12887;11;11
14114;11;40
12565;8;42
10063;16;75
12264;10;30
10463;12;22
12404;13;64
14196;9;84
14242;20;22
14774;10;57
13738;12;49
10853;14;18
10631;14;9
14996;15;35
12677;9;50
12135;8;69
12787;19;11
10211;17;31
11671;2;83
12501;15;35
11228;12;2
11076;13;33
13961;13;84
14470;13;89
14499;13;35
10583;4;91
13235;18;76
14970;16;6
10481;3;51
10538;19;91
13372;7;5
13114;3;16
12988;4;61
12218;11;95
10531;17;5
10952;12;41
12201;15;95
10230;7;36
14861;13;16
13133;1;24
11110;8;38
13870;5;31
13825;20;32
11910;15;74
11044;6;30
12802;8;71
12080;7;67
13358;13;54
13255;16;79
12170;17;73
14435;15;63
14612;2;94
13838;2;72
10810;15;92
14998;11;2
10090;11;7
13967;1;67
12790;19;7
10267;5;32
10248;4;63
14288;7;36
13510;10;56
14264;5;40
12006;13;73
12371;15;49
10811;9;18
10173;5;36
13628;10;87
12457;17;28
11149;8;5
13540;2;50
11901;1;3
11128;5;95
12016;18;20
11548;16;76
14414;16;99
10949;19;53
11554;11;3
11446;12;39
10765;20;62
12003;10;95
14811;13;83
10116;11;38
10604;13;9
12652;20;30
14516;5;21
13431;8;68
14910;1;81
14334;1;79
13237;10;47
10838;19;60
11533;17;29
13479;16;52
10176;17;43
11317;8;80
12024;4;8
12194;3;68
12616;13;68
11983;1;8
13319;13;100
11006;19;71
11933;8;11
14643;8;97
10197;6;72
10250;19;84
12344;5;80
14596;18;97
10279;13;100
13914;2;42
12843;17;77
12977;12;86
11251;1;41
14080;14;35
13387;18;17
11303;12;82
11979;13;12
13641;8;53
10784;3;28
14706;10;72
10600;16;32
11939;19;83
13633;18;56
13338;16;99
14952;19;94
12107;1;81
10680;8;99
11434;4;53
11078;20;90
11690;4;56
14968;19;52
14177;16;88
10407;10;1
11511;3;71
14740;19;87
10999;12;46
12614;18;29
13816;7;46
11273;13;18
11215;20;78
14469;17;8
11934;5;30
11865;17;36
13055;11;3
13024;17;62
11089;9;19
10941;8;41
14894;14;50
13819;6;62
14716;13;31
14976;20;78
13748;7;27
10322;11;24
14742;5;70
14864;1;13
10245;10;8
13139;17;53
13334;15;47
12109;16;69
12689;6;11
11923;12;50
12430;4;21
10269;13;92
10629;12;5
13147;1;73
11958;5;7
14628;5;70
12359;11;40
10546;11;35
14018;14;25
12966;8;39
14603;14;1
13020;12;71
12692;12;33
11470;3;27
10651;5;37
11682;9;24
11561;1;60
10124;8;24
12576;2;28
11887;8;88
14664;17;33
11859;15;66
11780;7;59
11488;18;7
12661;18;75
13137;5;50
11246;17;93
12382;10;10
10543;13;84
11959;7;41
13855;11;19
11087;12;54
12324;20;76
11656;20;14
14485;14;21
13923;11;16
10161;14;81
11610;12;22
10635;11;94
13432;19;6
13893;1;71
14987;19;89
13369;19;5
12378;6;35
10071;7;80
13374;5;37
12635;13;26
11567;15;73
12691;13;45
11630;19;80
12663;1;44
10181;9;83
10630;10;31
14188;8;94
10189;12;25
11044;10;84
13776;2;40
13598;4;81
10617;6;66
11452;2;64
12502;11;9
11973;18;74
14927;1;90
14299;2;67
14467;15;45
10531;20;20
14525;2;64
10056;11;33
11420;3;100
13852;3;42
11457;18;90
12675;15;69
11027;7;16
10450;17;100
11272;1;19
12370;14;12
13205;11;32
10052;2;60
12850;9;48
12990;15;54
13358;1;35
10842;5;61
13868;3;87
14491;7;81
13998;1;67
12019;10;70
11241;6;51
11677;20;91
12157;9;91
11579;1;26
10263;8;26
10456;18;74
10545;12;22
13279;1;45
14252;17;28
14383;4;77
10109;4;73
11658;12;21
13545;4;46
13172;18;95
10652;8;10
12118;16;12
11744;6;77
13074;15;14
14523;7;60
11533;1;89
11402;4;85
12057;12;4
10960;18;95
10090;20;33
10538;12;40
13128;15;89
12085;7;86
14137;2;62
12647;3;42
12273;2;73
10733;3;84
13616;5;44
13023;4;79
14608;14;25
13716;2;54
10832;8;38
10369;5;77
12495;19;94
10966;15;14
11822;18;31
10935;4;36
10710;19;75
13121;12;48
14618;13;4
14146;3;57
13840;7;57
11258;2;6
13737;20;57
11019;5;10
11328;9;43
11890;19;83
12891;18;31
11942;20;33
13149;7;100
14150;20;22
11016;2;80
10339;13;49
11361;9;2
10819;8;10
11011;2;2
10941;7;26
13269;3;90
11884;8;24
12700;10;90
12132;11;24
10629;6;32
14788;2;62
10260;19;42
12463;7;40
14728;20;94
10528;16;43
11215;17;27
10095;17;68
11422;2;10
11579;17;92
13471;3;73
12355;14;59
14393;13;36
11173;15;32
11269;15;70
11948;7;11
10295;7;50
14576;5;74
10258;3;100
11340;3;32
11990;4;35
14826;13;69
14982;1;11
12998;7;16
13786;6;3
14131;6;95
10730;10;100
10997;8;75
11964;15;40
12883;18;32
12219;7;9
13140;19;17
11207;1;26
10825;17;72
13609;19;9
11270;3;78
10313;20;52
10293;4;75
11235;7;13
14889;18;48
13014;3;99
14980;5;26
14303;7;41
11022;10;96
10383;5;30
13707;20;56
13548;16;5
10031;2;43
13646;6;31
11494;4;48
12704;17;1
10190;2;30
10424;16;14
10512;5;61
14659;16;88
13102;19;56
11309;18;6
13329;15;36
10834;13;95
13764;14;54
12020;11;34
12210;20;22
13127;20;7
14637;2;21
10407;12;48
11560;20;60
13172;15;62
14613;13;45
14063;19;24
13164;3;47
10954;13;20
14863;12;20
13224;10;81
13242;7;72
10273;20;29
12206;1;95
10396;18;37
11511;13;38
13956;16;64
12149;7;35
12608;14;64
12858;9;18
13822;4;40
12391;5;34
12963;2;51
12268;15;25
14545;19;64
12268;6;73
13136;6;33
10176;17;95
10436;11;80
13021;7;26
12538;9;89
11782;11;65
12277;4;51
11321;10;18
10115;16;65
13906;10;71
13070;20;32
12169;1;6
14130;10;41
11525;2;7
13513;12;78
12583;6;74
11853;20;2
10580;5;20
14419;11;92
12259;2;50
13356;16;81
11587;3;14
10231;16;82
12219;14;23
14179;4;6
14189;16;57
11534;2;38
11207;20;2
11286;19;67
11111;13;71
14284;7;22
11181;14;51
11708;8;16
10700;14;48
12799;3;31
13237;4;2
13200;3;6
11264;7;52
10004;10;68
12607;1;74
10230;1;31
14331;10;21
12307;12;56
12019;19;97
13709;9;44
11812;5;18
12560;12;29
14627;4;59
12265;12;61
11133;3;61
10247;12;62
14918;11;89
10922;16;69
12463;17;94
12382;9;27
13863;10;17
12277;7;11
12900;10;89
11801;1;40
13793;10;17
14262;17;4
10732;15;100
12414;3;72
14760;16;11
11249;10;71
14597;4;77
11597;1;20
12959;19;49
12818;5;8
11687;4;58
10297;5;45
12683;5;100
13993;19;98
10879;16;42
10731;6;62
14866;3;64
11056;6;43
11416;7;51
14648;19;32
12845;20;100
13677;11;26
13953;10;36
10176;13;17
14019;2;76
11072;9;22
12042;3;83
11631;9;49
10853;17;19
13316;12;14
12784;17;96
10321;12;29
14045;8;4
11964;17;74
14981;2;12
10612;6;66
13144;15;9
13260;16;40
10678;15;20
13226;4;91
14960;1;72
12940;1;32
10734;4;77
11579;5;86
14148;6;71
14565;13;82
11853;8;75
10502;14;62
12542;6;38
14279;19;60
14150;5;61
13529;12;80
12141;1;14
10716;7;18
12353;8;28
12980;7;30
14840;14;23
12879;11;93
14113;5;91
13653;4;8
14496;20;64
14629;12;60
12897;6;33
13043;5;18
10793;16;90
11937;19;34
10638;7;100
11062;18;92
13996;4;36
13527;14;12
14792;16;27
12123;13;6
11951;1;43
10723;13;86
11198;20;11
11100;17;24
13672;15;66
13309;18;38
10791;14;59
10068;20;3
14821;9;97
11700;16;25
14149;7;95
13980;16;28
14653;6;3
14676;2;28
12456;19;30
14803;3;16
10680;11;52
14672;10;90
14496;11;39
13240;17;38
11063;16;14
13244;5;23
14226;17;40
14891;3;61
10234;19;13
14856;4;40
13225;10;9
13600;15;27
10832;15;98
12351;17;7
14804;7;36
10775;19;67
12907;1;100
14812;11;28
11622;6;77
14557;11;17
12132;10;8
11933;16;23
11628;4;89
12882;10;71
12786;1;54
13301;1;55
10127;18;50
14143;8;28
10105;8;22
13517;7;44
13740;19;6
11177;2;59
14883;7;55
12657;10;80
10013;7;45
14677;18;35
13351;12;59
14272;10;88
10596;8;6
12459;5;1
12859;15;88
13411;3;17
12193;1;34
10653;14;74
12214;1;55
14035;3;7
14870;8;22
14168;15;84
13566;20;66
14383;4;65
13603;3;84
12655;20;8
11726;5;30
10890;18;65
10156;4;92
10514;13;8
13173;2;69
10555;8;35
13414;2;98
12965;18;98
13640;8;79
12019;12;74
11025;14;35
12031;12;27
14959;17;24
13997;3;91
11442;17;10
14120;7;90
10069;18;51
14790;15;87
13700;18;80
14209;7;37
14949;5;35
11243;7;67
13727;7;1
12576;1;38
12260;5;87
13583;15;11
12455;6;42
14247;9;49
10962;11;96
10162;8;51
11883;20;29
10738;19;28
14570;12;7
14562;12;15
12580;2;71
11231;8;55
10376;2;42
11824;11;36
10292;17;16
13378;7;45
10303;2;63
11808;3;92
13815;16;11
13525;12;56
12733;15;90
14970;1;56
13171;18;13
14517;15;83
11187;9;29
13901;17;69
13780;20;100
10406;16;66
10887;3;45
13720;2;83
14666;19;56
14955;12;87
13038;12;49
10453;19;84
10822;3;3
14069;1;10
13908;19;88
11642;4;21
10793;4;51
10587;18;19
11499;9;15
13088;13;99
10472;13;76
13419;20;23
10398;2;61
13235;10;37
10861;8;72
14774;1;34
10251;1;13
10978;7;46
10207;16;32
13786;16;62
14573;13;63
10252;4;85
13480;4;11
14790;7;81
11076;15;85
10971;20;89
10223;16;37
12467;11;86
10364;8;20
12975;15;73
12915;2;1
12395;6;39
10571;18;72
14148;12;46
14296;10;62
12420;7;68
10366;17;64
13908;8;99
12685;14;59
14785;3;42
12892;12;47
14175;13;89
10745;1;89
11479;11;47
11476;20;11
11678;7;44
13568;15;80
13774;9;5
10175;1;61
10094;2;60
13553;5;1
13886;10;70
13353;19;6
13956;20;52
13339;13;50
11305;13;49
10766;10;70
14169;5;58
12638;8;51
12748;1;74
13954;13;79
13757;9;14
12182;4;82
11785;16;48
12290;3;45
12950;13;3
11686;4;68
10938;10;71
14525;20;16
13682;20;19
14913;14;4
12329;6;45
12814;10;41
13972;10;49
13144;3;14
10985;2;76
10111;2;61
10986;3;60
14265;19;86
11837;10;3
12061;11;4
14111;4;80
10511;1;29
11335;1;27
10432;1;3
13671;9;13
12345;9;75
10002;10;5
12885;14;60
14091;6;40
12964;9;98
10563;8;49
12318;13;68
13609;17;38
13139;7;21
14934;3;19
10888;9;11
14926;15;13
14070;5;40
12255;20;64
11657;17;48
12277;2;77
14536;1;24
12996;1;13
13706;1;57
11277;4;39
11403;14;76
12288;17;33
12483;2;93
14412;12;54
11930;11;19
12333;16;59
10537;13;41
14227;13;92
12253;3;34
13774;12;26
12568;7;38
14665;14;23
14460;7;76
10073;20;20
12407;20;95
14241;1;52
11087;7;6
13292;9;34
14213;11;21
14904;12;92
13388;1;60
12730;1;57
13787;6;63
14621;1;65
14863;9;69
10850;1;15
10315;20;34
11084;12;19
10938;12;10
10292;15;18
11756;4;2
14309;20;99
11673;18;51
11343;20;99
11700;19;25
14133;9;35
10109;18;44
11983;6;72
13554;15;15
10750;12;32
12340;18;11
10181;2;63
14547;9;2
14165;7;7
11246;11;85
11878;7;37
13652;10;85
10399;9;29
10651;1;9
14671;15;63
10737;2;95
14811;11;50
12231;12;68
11588;8;23
14088;4;10
12658;2;36
13204;12;30
14594;14;47
14094;11;72
11051;7;10
12370;19;68
11019;12;99
11997;1;26
11188;18;15
14281;1;44
12757;17;61
10755;2;58
13589;8;28
10470;6;58
13152;11;20
11958;1;37
13826;17;50
14230;2;28
14828;14;8
10893;11;26
10684;20;24
11714;1;6
11119;15;30
13670;19;5
10288;5;34
12674;17;84
13010;8;2
11909;2;89
11290;3;100
14266;2;33
11270;6;2
11252;19;100
11570;19;15
13354;12;99
12405;11;98
11164;11;43
13310;17;76
11624;12;45
10303;20;94
10664;12;14
13428;1;60
12442;7;31
11460;5;10
14337;18;45
12152;19;9
14277;16;62
11578;18;37
13639;20;93
14052;3;34
10694;12;55
12518;3;43
14611;8;34
14995;15;51
12916;12;4
14675;6;25
14097;9;69
12156;13;30
12924;8;28
13905;2;5
11685;8;43
12924;19;33
13585;15;21
13483;11;25
10181;7;55
14714;1;89
10235;13;98
12590;17;54
11750;1;43
13448;8;59
14283;7;54
14254;1;50
13246;11;31
14626;1;83
11372;10;78
10389;10;1
11264;19;45
14201;4;94
10937;12;97
10547;17;53
12377;5;49
14901;15;86
10835;19;26
12182;1;12
14021;17;62
14244;14;85
11295;20;20
12136;13;98
13916;14;50
10060;16;9
13622;1;63
12387;7;3
14567;18;62
11687;16;39
11708;6;15
10268;19;95
13277;9;95
10678;20;20
13811;1;19
14043;6;92
10465;6;4
11449;7;61
14600;2;75
13291;12;37
13211;10;74
12287;20;84
10458;3;98
12619;17;15
14427;5;56
10875;13;26
14531;7;38
12782;19;26
10948;14;11
11023;17;89
12180;12;50
13436;20;4
11870;15;40
10241;5;51
12258;5;18
12726;8;45
11776;1;68
11010;5;51
12401;11;70
11275;13;82
12220;18;7
12601;19;84
11091;8;29
14729;3;18
10561;19;60
11100;14;62
12388;14;69
11877;1;71
13994;17;93
10811;12;89
10052;18;4
12876;8;3
13027;7;34
12556;7;51
13145;7;93
10186;8;54
12358;7;97
12480;12;9
11792;9;15
14681;19;89
12660;15;99
12150;1;1
11595;1;92
11662;13;3
11227;10;52
14204;15;73
10538;20;59
13937;3;86
10467;13;54
12873;7;3
14287;14;48
14172;6;49
10063;20;75
12463;18;52
13226;8;82
10079;15;17
12099;10;26
12018;18;36
11479;8;49
12781;19;36
14819;14;58
11163;2;4
12204;3;9
12052;7;19
11953;18;89
12042;13;79
14963;15;86
11304;9;7
14408;4;9
14203;3;50
12299;15;31
10705;19;12
13794;17;49
10844;7;75
12322;10;36
14449;18;68
13597;6;37
11619;11;60
13694;5;7
14057;14;93
11070;14;44
10722;15;40
11208;16;18
11999;17;97
12948;2;35
11991;13;58
11990;2;70
13014;11;56
10222;10;19
11129;9;57
12304;17;69
11990;14;52
14519;1;7
11613;1;26
14250;2;16
14863;16;45
13979;4;33
14860;18;29
14853;3;31
10883;16;88
13124;14;61
13490;8;58
10095;1;76
14714;12;94
12441;16;6
10222;15;45
10015;13;42
10282;8;54
13154;2;66
10186;7;4
12335;15;33
13407;19;42
11300;6;59
12854;20;76
11574;1;68
13323;9;15
14154;3;64
11853;1;58
10073;15;34
10939;19;38
10700;13;90
13834;6;38
13815;14;51
12675;11;6
12578;2;1
14473;3;57
12251;16;59
14881;7;90
12593;16;87
14364;8;85
13066;20;69
10103;18;86
11925;7;76
13881;16;85
12516;14;100
10045;3;34
14122;14;92
13012;14;18
11933;15;66
12534;17;3
14478;20;42
13554;16;93
13524;2;8
11142;5;55
14927;10;64
13501;6;40
11992;3;81
14525;15;99
10133;20;12
13318;5;25
13183;19;78
10276;1;34
11739;3;45
14180;7;94
11615;20;68
12419;6;24
12071;11;10
12210;19;29
10142;4;8
11947;19;7
10421;7;22
14650;12;57
10924;10;37
11064;8;53
13838;3;68
13784;16;77
14412;8;95
10664;5;26
10348;14;89
12465;8;28
10470;17;20
14134;20;89
10884;6;65
14236;1;37
13471;13;56
14882;18;8
11247;17;20
11479;5;1
14966;2;97
11569;6;83
13768;11;97
14449;3;78
12375;1;77
13538;6;65
11984;20;63
12252;16;59
10563;7;20
11278;1;46
11663;4;64
12175;17;36
11283;2;67
11909;9;70
14049;7;68
11973;7;68
11547;1;8
10621;5;93
13955;10;23
12820;1;43
11916;19;1
14324;5;10
14443;14;92
11219;14;52
11631;4;49
12911;14;12
10512;12;53
14738;19;19
12282;16;83
10937;13;3
12500;11;57
10397;9;77
13059;11;90
12452;18;10
13082;11;20
14853;5;57
10277;14;71
13102;10;30
10151;14;2
14921;13;43
13933;8;59
12497;13;18
13242;11;57
10538;4;67
11568;12;17
11304;4;19
11465;8;81
13878;2;75
12967;10;56
14876;2;78
10949;5;59
11376;12;58
11068;5;79
11887;7;88
13743;8;42
11513;12;21
11006;8;18
11747;6;23
14153;14;93
13324;5;67
14531;20;52
11744;8;6
11628;7;59
10155;13;11
14762;16;8
11850;6;10
14196;15;68
10860;14;23
11568;12;14
14626;15;92
14230;18;83
10881;18;45
12374;16;65
11493;10;72
14264;1;47
10875;10;73
11793;9;51
10826;19;16
13772;17;41
13381;3;62
11597;18;26
12847;17;32
14612;2;63
10135;11;1
12946;6;97
13628;1;75
14748;19;62
11618;2;93
11797;13;31
14609;7;57
13866;8;95
11288;10;32
11574;9;4
11751;16;28
12979;20;83
14165;11;57
12178;17;85
13343;15;11
10703;14;89
12870;19;71
10528;13;76
10469;20;15
10317;19;68
10963;17;45
13514;18;22
13231;4;4
13474;4;37
14052;4;88
10293;3;60
10384;4;7
12212;10;53
14961;11;59
11652;6;74
13945;4;58
13210;20;82
11424;17;12
11804;12;50
13633;4;57
10648;16;34
12300;19;72
11762;15;98
11507;15;18
11847;14;33
13936;3;63
12900;5;54
13323;18;11
14160;12;92
14201;9;20
11739;1;70
10787;12;49
13675;3;51
12473;3;50
14172;11;17
14467;14;15
13128;16;83
13710;1;6
10309;11;100
14397;19;9
14233;19;71
14087;12;36
11866;16;91
13808;7;74
10263;7;100
14274;17;48
13233;17;21
12183;4;57
14344;6;31
14196;16;41
13546;12;49
11241;18;92
13680;12;96
13263;14;84
13604;4;8
12103;13;26
14588;7;16
12580;14;96
13048;13;25
13978;11;93
13613;5;20
12564;9;53
11266;12;37
13021;16;52
12102;13;58
14129;10;18
11935;3;82
10086;16;21
10206;9;32
14266;18;36
12264;14;46
14086;11;69
11602;16;67
12562;6;54
14978;11;4
11655;19;48
14220;16;52
12743;4;3
13753;13;97
13091;14;61
12705;12;24
11029;19;75
14365;7;86
10670;16;72
11005;1;68
12508;4;35
11867;17;11
14989;18;35
11757;4;37
10998;17;52
13075;5;52
14071;3;11
11863;16;97
11123;14;4
11828;8;75
11144;5;4
12202;4;68
13718;5;17
13473;8;28
